user_id,incoming,ground_truth,generated_reply
U15,"[EMO, 30][EMO, 2][EMO, 121][EMO, 73] ok , maybe I'll see you [EMO, 17][EMO, 139][EMO, 88][EMO, 121][EMO, 83][EMO, 90]","You got boyfriend [EMO, 88][EMO, 150][EMO, 109], ?","Mhmm, sounds good[EMO, 3][EMO, 131][EMO, 93][EMO, 129][EMO, 74][EMO, 142]"
U15,"Hahahha ajuala k tu deseo se aga realidad, [EMO, 3][EMO, 3][EMO, 3][EMO, 3]","Se fue la luz de Verdad ??[EMO, 3][EMO, 3][EMO, 83][EMO, 3][EMO, 3]","I feel u[EMO, 1][EMO, 10][EMO, 15]"
U15,Si estoy embarazada tengo 7 meses,"Ni se nota la barriga [EMO, 3][EMO, 3][EMO, 3]","7 meses ya[EMO, 2][EMO, 105]"
U15,Do you?,"I don't smoke cuz I don't like that [EMO, 71]","I'm good[EMO, 5][EMO, 120][EMO, 150]"
U15,Train?,"Yes [EMO, 8]","Lolololol[EMO, 10][EMO, 134]"
U15,Jum no busque que te mate,Nunca :**,"Haha nice try[EMO, 15][EMO, 105][EMO, 120][EMO, 150]"
U15,"[EMO, 19]","What happen baby [EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 150][EMO, 2][EMO, 2][EMO, 2]","Huh[EMO, 15]"
U15,"[EMO, 8][EMO, 116]Â[EMO, 4]Âlol [EMO, 8][EMO, 8][EMO, 120] you gonna kiss me inf[NAME, 3]t of her","Yes come [EMO, 39]","I'm done wit dat[EMO, 2][EMO, 15][EMO, 120][EMO, 150]"
U15,I love you babe,"I love u too baby[EMO, 8][EMO, 150][EMO, 120][EMO, 109]","I love you too[EMO, 100][EMO, 123][EMO, 71]"
U15,"Gooooood. [EMO, 8][EMO, 8]","[IMAGE], Kiss me [EMO, 8][EMO, 71][EMO, 91][EMO, 90][EMO, 77][EMO, 39][EMO, 96]","Lol[EMO, 2][EMO, 105][EMO, 120]"
U15,"[EMO, 19]","[EMO, 25][EMO, 25][EMO, 25]","Wtf[EMO, 19]"
U15,"Toi en clase baby[EMO, 17][EMO, 2],  [IMAGE][EMO, 15][EMO, 15][EMO, 15], Me la tire como
Sea Polk toy en clase","Preciosa baby [EMO, 2][EMO, 150][EMO, 120], Y dime cuando es k me dejaras besar esos LabiosÂtan bellos que tienes[EMO, 2][EMO, 121][EMO, 120][EMO, 150][EMO, 8][EMO, 83][EMO, 92]Â","I'm in class too[EMO, 15][EMO, 2][EMO, 12], Wish u were here[EMO, 1][EMO, 13][EMO, 120]"
U15,"A dormir en un ratico, Para donde voy yo","Y para donde te bas a mudar[EMO, 30][EMO, 30][EMO, 30]","Me quedo aquí[EMO, 3][EMO, 120][EMO, 150]"
U15,"Esperandoo eta muchacha[EMO, 8] y tu??","Aki en [NAME, 7]
K toy comprando algo","Estoy bien, gracias[EMO, 5][EMO, 105]"
U15,"Because nobody likes me [EMO, 17][EMO, 30][EMO, 8][EMO, 120][EMO, 73][EMO, 121]","No digas eso you cute [EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30]","I feel u[EMO, 5][EMO, 100][EMO, 108]"
U15,Alright,"Hey[EMO, 15][EMO, 150]","Ima watchin[EMO, 105][EMO, 71]"
U15,Don't be mad :(,I'm not mad,"I'm not mad[EMO, 101][EMO, 1]"
U15,"DUBBBB [EMO, 131] pero  yo tambien","Yes [EMO, 15][EMO, 71]yuppie yupie [EMO, 8][EMO, 8][EMO, 8][EMO, 120][EMO, 120][EMO, 83][EMO, 83]","Hahaaha[EMO, 105] me too[EMO, 121]"
U15,"Te LA envio en LA proxima clase que ahora no puedo baby, Bebe, My Husband, [NAME, 1], [NAME, 1], [NAME, 1], [NAME, 2], [IMAGE]",Esposa mia :*,"No worries, baby[EMO, 120][EMO, 150][EMO, 71]"
U15,"[EMO, 8][EMO, 8][EMO, 8][EMO, 8]","[EMO, 8][EMO, 8][EMO, 8][EMO, 8][EMO, 150][EMO, 71], [IMAGE]","Lol[EMO, 1][EMO, 101][EMO, 145]"
U15,"[IMAGE], [EMO, 33][EMO, 33], I hate yuuu, [IMAGE], [IMAGE], My Man Crush Monday [EMO, 121], [IMAGE][IMAGE][IMAGE], She has the best ex bf ever [EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30], [IMAGE], [IMAGE]","Dammmm coÂ–o that culote [EMO, 2][EMO, 150][EMO, 120]and eat that pussy[EMO, 105][EMO, 83][EMO, 2][EMO, 120][EMO, 150][EMO, 83]","[EMO, 2][EMO, 101][EMO, 33][EMO, 101]"
U15,"Ok bye [EMO, 17], Hey",Hola,"Lol ok[EMO, 5][EMO, 101]"
U15,"Me van a puyar :'(, Ahora",Pake ? :(,"No worries[EMO, 1][EMO, 102]"
U15,aquÂ’ recogiendo la habitaciÂ’n,"Kieres k te ayude[EMO, 8][EMO, 15][EMO, 8][EMO, 120][EMO, 150]","Cuida tus cosas[EMO, 13][EMO, 90][EMO, 121]"
U15,"Nothing wbu, BABY HURRY I MISS U",Hey baby,"Cant right now, gotta finish work[EMO, 123][EMO, 71][EMO, 120][EMO, 150]"
U15,"La vida del k trabaja, [EMO, 2][EMO, 2]","[EMO, 19][EMO, 19]","Haha, como siempre[EMO, 120][EMO, 71][EMO, 150]"
U15,You left me on read last night,"I fall asleep last night [EMO, 15]","I was tired[EMO, 15]"
U15,"[EMO, 15][EMO, 4]Â","Wife [EMO, 8][EMO, 160]","Ok[EMO, 12][EMO, 10][EMO, 15][EMO, 4]"
U15,Good morning mi vida,"Como amaneciste baby[EMO, 15][EMO, 120]","Wuup [EMO, 150][EMO, 120][EMO, 71][EMO, 15]"
U15,"Show me [EMO, 8][EMO, 8]","[IMAGE], ?","Wassup[EMO, 150][EMO, 5][EMO, 120]"
U15,No foh,"ÂTe diJe k que son lokas[EMO, 25]","Nah[EMO, 72][EMO, 123]"
U15,K,"[EMO, 17][EMO, 17][EMO, 17]","Ok[EMO, 15]"
U15,"[EMO, 2][EMO, 2][EMO, 2][EMO, 2]","[EMO, 29][EMO, 29][EMO, 29][EMO, 29][EMO, 29], Ima cry for you [EMO, 2][EMO, 2][EMO, 29], Don't worry","I'm chillin'[EMO, 10][EMO, 108][EMO, 14]"
U15,"Si claro [EMO, 42] yo SE que Si","Wyd bestie [EMO, 15]","I know[EMO, 15][EMO, 105]"
U15,"If Yu gonna come to my school, Dont wait for me at the f[NAME, 3]t","No I'm not going  maÂ–ana [EMO, 83][EMO, 29]","Idk[EMO, 12][EMO, 104]"
U15,"You want me to keep crying about you everyday and be alone?, Ok",Hey,"I'm still hurt[EMO, 105]"
U15,"awe mi baby [EMO, 77][EMO, 128]Â[EMO, 123]. Thank you no vida te adoro . I'm falling more for you too baby boy . Te amo Negro . [EMO, 116]Â tu tiene mi corazon . Only you babe [EMO, 121][EMO, 77][EMO, 128]Â[EMO, 92][EMO, 128], mi *,  [EMO, 121], babe","Awe yes baby thank you por tus palabrasÂtan Bellas mi vida [EMO, 15][EMO, 71][EMO, 150][EMO, 83]","Mi corazón es tuyo también, te amo más que la vida [EMO, 120][EMO, 150][EMO, 71][EMO, 105]"
U15,Bien y tu,"Bien [EMO, 8][EMO, 8]","Mmm, gracias[EMO, 2][EMO, 117]"
U15,"awe I'm your princess ? [EMO, 17][EMO, 128][EMO, 121][EMO, 2][EMO, 2][EMO, 2][EMO, 77]Â","Yes and my[EMO, 92]Â™Queen[EMO, 15][EMO, 120][EMO, 116]Â[EMO, 123][EMO, 128][EMO, 92][EMO, 92][EMO, 92]","Honey I love you [EMO, 120][EMO, 39][EMO, 71][EMO, 150][EMO, 2][EMO, 2][EMO, 2][EMO, 77]"
U15,:(,</3,"I know[EMO, 103][EMO, 104]"
U15,Me duele,"Amor, W, I, F, E","Me duele también[EMO, 102][EMO, 71]"
U15,"Olle no te voy a poder ver el papa de la niÂ–aa va tal ayy[EMO, 17][EMO, 17]","Wow [EMO, 117][EMO, 117][EMO, 29][EMO, 29]","No se[EMO, 2][EMO, 120][EMO, 15]"
U15,"Spongebobs my favorite cartoon. [EMO, 4]Â","U know I got a lot sox of SpongeBob[EMO, 39][EMO, 119]","Lololololol[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 123][EMO, 71][EMO, 150][EMO, 39][EMO, 71][EMO, 120][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 1]"
U15,No pasa nada,Kiero verte :(,"Ok[EMO, 15]"
U15,"Ah okay, Y como estas??",Bn y tu Amor,"Bien[EMO, 2][EMO, 100][EMO, 120][EMO, 10]"
U15,"Estoy en un cita cuando yo salga, Estoy en el medico","Para que [EMO, 15][EMO, 15][EMO, 15]","Ok[EMO, 15]"
U15,No gracias,Gracias entonces Por ignorarme </3,"No prob[EMO, 15]"
U15,A otra gente llevare al doctor,A kien :o,"I'm good[EMO, 3][EMO, 111][EMO, 2]"
U15,Por ws,Como kieras,"I'm busy[EMO, 71]"
U15,"I know, thats why i didnt Ask, Yu never make time for me","Tu sabes que trabajO muy temprando[EMO, 17][EMO, 17][EMO, 17]","I know, I'm busy[EMO, 120][EMO, 150][EMO, 71][EMO, 39]"
U15,What do I have to change? I never lied n cheated on you. Yu did that to me and Uu never tried to get my trust back,I know if we get back together you gonna fight more because I know you and I want to be with  you pero tu Kieres que solo se aga lo que tu digas y no nada como yo  diga,"U did 2[EMO, 120][EMO, 150][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO,"
U15,"Ok, Dominos lol","Dominos que ?[EMO, 88][EMO, 91]","Lol[EMO, 2][EMO, 100]"
U15,Nothing hbu?,"On the train On my way to the [PLACE, 5] ahora me
Monte","I'm good[EMO, 120][EMO, 102]"
U15,yeah okay I honestly feel like you don't like me anymore .,"I like u baby but u fight alot[EMO, 29][EMO, 29]without reason [EMO, 29][EMO, 29]","I said I'm sorry[EMO, 106]"
U15,"yo hago lo que Kiero [EMO, 19] and baby you to cute [EMO, 123],  FOH you my baby regardless [EMO, 123]","Yes [EMO, 88][EMO, 71][EMO, 83][EMO, 120][EMO, 150][EMO, 2], Amor mi pedasito se cielo [EMO, 8][EMO, 71][EMO, 150][EMO, 120]","My love [EMO, 123][EMO, 150][EMO, 71][EMO, 120]"
U15,"Fuck you [EMO, 19], I dont like my makeup today, I have to fix it","Let me see[EMO, 15]","Gurl bye[EMO, 121][EMO, 150][EMO, 123][EMO, 2]"
U15,"Lml tayotaa [EMO, 8][EMO, 19]","[NAME, 4] [EMO, 19][EMO, 19]","Nah[EMO, 2][EMO, 72]"
U15,"Lmaoo Talking to another one now, Lmaoo jk jk, [IMAGE]","Jummmmm okay and brb [EMO, 120][EMO, 8][EMO, 120]","Haha, jk jk too[EMO, 14][EMO, 105][EMO, 34]"
U15,"Yesssss. [EMO, 2][EMO, 8]","[EMO, 39][EMO, 39]okay","Ok[EMO, 15][EMO, 106]"
U15,"In class baby, Y tu","Igual amor [EMO, 30][EMO, 30], Baby [EMO, 30][EMO, 30][EMO, 30][EMO, 30]","I'm tryna learn, no distractions[EMO, 39][EMO, 121][EMO, 145]"
U15,"Ok seen, Llamame tu,  Im here [EMO, 55]","Toy muy busy ahora bby[EMO, 2]","Im here too, no worries[EMO, 4][EMO, 105][EMO, 121]"
U15,"Ohh[EMO, 71][EMO, 71]","Me dejarias ?[EMO, 71][EMO, 88][EMO, 91][EMO, 6]","Lol[EMO, 20][EMO, 81][EMO, 150]"
U15,Wish you were here,"I wish you here too baby[EMO, 17][EMO, 150][EMO, 128][EMO, 150][EMO, 17][EMO, 83]","Wish u were here[EMO, 117][EMO, 115][EMO, 118]"
U15,"Good morning. [EMO, 15]","Good morning baby[EMO, 150][EMO, 160]","Good morning[EMO, 2][EMO, 120][EMO, 71][EMO, 120]"
U15,un dia deto,"Cuando [EMO, 17][EMO, 150][EMO, 83]","Me espero[EMO, 2][EMO, 121]"
U15,Okay si puedes me hablas,Baby:*,"Ok[EMO, 15]"
U15,PSS so no me quieres no me haces caso,Yo si te kiero baby :( yo odio eso cuando desconfias de mi </3,"M'hija[EMO, 105][EMO, 120][EMO, 150][EMO, 2][EMO, 71]"
U15,"Te digo algo [EMO, 2]","Dime [EMO, 71][EMO, 150][EMO, 83]","No más [EMO, 1][EMO, 114][EMO, 123][EMO, 15]"
U15,Good. How are you?,"Good [EMO, 8][EMO, 71]","I'm good[EMO, 150][EMO, 120][EMO, 71]"
U15,Sabra el seÂ–or yo no LA conosco,El instagram de ella Como Es,"I no care[EMO, 100][EMO, 15]"
U15,"Ok, Im having a bad day and I would love it if uu culd just text me happy, But okay [NAME, 5]",How can I text u happy ?,"Awwww sorry 2 hear that [EMO, 14][EMO, 120][EMO, 150]"
U15,Huh,ÂTe hablo aorita que estoyÂpara clase,"Idk[EMO, 120]"
U15,"Okay so we were fighting, And he got me mad and He wanted to have a lil attitude and I got mad at him one day so i deleted him on facebook and he wont add me back n i said we culd be like before and he culd be my ""baby"" again if he adds me so he said no cuz i deleted him n he sayin shit like i deleted him","[EMO, 15][EMO, 15][EMO, 15][EMO, 33][EMO, 33][EMO, 33][EMO, 33], Diablo","I know right[EMO, 15][EMO, 150][EMO, 71][EMO, 120]"
U15,"[IMAGE], [IMAGE], [IMAGE], Lmaoo my mom was asking me about two of my ex boyfriends [EMO, 3][EMO, 2]","Why [EMO, 15][EMO, 15][EMO, 15]","I know right? [EMO, 150][EMO, 39][EMO, 71][EMO, 120]"
U15,in a few she's taking a shower,"Ok baby[EMO, 8][EMO, 150][EMO, 150][EMO, 120]","Wyd[EMO, 123][EMO, 77]"
U15,"Awwe thanks [EMO, 8][EMO, 88], Yo estaba Dormiendo por eso no te avÂ’a  hablado","Ah ok [EMO, 8][EMO, 8][EMO, 8]","Ok babe[EMO, 2][EMO, 71][EMO, 120][EMO, 150]"
U15,Acostada pensando en ti,"Awwww [EMO, 29][EMO, 29][EMO, 29]","Me too[EMO, 123][EMO, 77]"
U15,"Yo toi en un viaje mas aburrio, [EMO, 29][EMO, 29][EMO, 29]","Awww[EMO, 30][EMO, 105][EMO, 30]","Haha I'm good, just chillin'[EMO, 5][EMO, 14][EMO, 110]"
U15,You're gonna make me wreck haha,"Lmoooo[EMO, 3][EMO, 83][EMO, 3]sorry",Lololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololol
U15,"that's our baby [EMO, 77]Â[EMO, 116][EMO, 8]","She look like me [EMO, 109][EMO, 3][EMO, 83]","I love u too [EMO, 120][EMO, 100][EMO, 2][EMO, 72]"
U15,"Cuando me estaba baÂ–ando escuche que se abriÂ’ la puerta y vi la sombra de alguien que entro y se paro en la cortina pero no.la abriÂ’ y luego yo la abrÂ’ y no avÂ’a nadie y la puerta estaba abierta, Te lo juro que asÂ’ mismo paso tengo miedo :'(","Omg
[EMO, 30][EMO, 30][EMO, 30][EMO, 30]baby , :(","I'm shakin'[EMO, 121][EMO, 118][EMO, 108][EMO, 143][EMO, 39][EMO, 71][EMO, 120]"
U15,"[IMAGE], En mi cama escuchando mÂ’sica","Que mami[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 150][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 120][EMO, 8][EMO, 8][EMO, 8][EMO, 8][EMO, 105][EMO, 105][EMO, 105][EMO, 105][EMO, 105], Hermosa baby[EMO, 8][EMO, 94][EMO, 150][EMO, 120]","Lol[EMO, 10][EMO, 34][EMO, 74][EMO, 136]"
U15,"Better be mine. [EMO, 8][EMO, 8][EMO, 8]",Yes baby yours 24/7,"Haha, u betta believe it[EMO, 12][EMO, 120][EMO, 141][EMO, 142]"
U15,"M tu haceee, K tu hace, ?????","Aki akotao[EMO, 8][EMO, 120]","No más drama, ¿qué pasó? [EMO, 12][EMO, 107]"
U15,Looking for a new profile picture for ig. Wyd love?,"I was in the shower and now looking for clothes [EMO, 8]","I like ur style[EMO, 39][EMO, 71][EMO, 150]"
U15,"Lol I wanna have a boyfriend in the summer and go to the beach with him, Ok","[EMO, 15][EMO, 15][EMO, 15]u got a beach in your houses Bathroom","Aww that sounds like so much fun[EMO, 2][EMO, 118]"
U15,"Ohhh, Yo creia k staba en [PLACE, 8], En [NAME, 11], K hace, ??, Byeee goodnight molx, K duermas cn dios, [EMO, 4]Â[EMO, 4]Â",Ola,"K duermo cn dios, Gracias por el mensaje, [EMO, 3][EMO, 102][EMO, 12]"
U15,Cause imma wait for someone that 100% loves me,"ÂTe entiendo [EMO, 53]y tu eres demaciado rapida to start to talk to another boy to fast","I feel u[EMO, 123][EMO, 71][EMO, 120][EMO, 150]"
U15,"[EMO, 105][EMO, 31][EMO, 2][EMO, 83]","U wana see my dick ?[EMO, 2][EMO, 90][EMO, 91][EMO, 83][EMO, 2][EMO, 83][EMO, 150][EMO, 83][EMO, 150]","Haha ok[EMO, 15][EMO, 105][EMO, 120][EMO, 106]"
U15,"Yessssss. [EMO, 15][EMO, 15]","Which day u gonna leave your house baby?[EMO,  162][EMO, 39][EMO, 160]","I know[EMO, 2][EMO, 115]"
U15,It's sooooooo good,"Yes[EMO, 8][EMO, 150][EMO, 71][EMO, 150][EMO, 2][EMO, 83][EMO, 123][EMO, 8][EMO, 90][EMO, 8][EMO, 121][EMO, 8][EMO, 8][EMO, 123]","I know rite[EMO, 13][EMO, 115][EMO, 123][EMO, 71]"
U15,"Hahahaha, Mi vida no exageres, [IMAGE][IMAGE]","Hehehehehe esa vaina tiene droga [EMO, 3][EMO, 83][EMO, 83]DominicAns mom","Wassup babe[EMO, 106][EMO, 1][EMO, 121][EMO, 143]"
U15,"I have no idea who that is., But I LOVE your teeth. [EMO, 3][EMO, 73]","Awwww thank you baby [EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 83][EMO, 83][EMO, 83][EMO, 83][EMO, 83][EMO, 83][EMO, 83][EMO, 83]","Lol[EMO, 102] Thanks[EMO, 3][EMO, 120]"
U15,Siii,<3 te kiero baby :*,"Cute[EMO, 1][EMO, 106]"
U15,Bien cariÂ–o y tu?,A trabajO voy,"M'kay[EMO, 15][EMO, 120][EMO, 71]"
U15,"So that's not valid.., [IMAGE]","Awwww[EMO, 15][EMO, 15][EMO, 105]but I told I still like you and i still want you to come [EMO, 15]","I'm still mad[EMO, 121][EMO, 108][EMO, 121][EMO, 105]"
U15,"you did [EMO, 19]smhh","[EMO, 150][EMO, 150][EMO, 150][EMO, 150]","Lol[EMO, 116][EMO, 120]"
U15,"[EMO, 17][EMO, 17], Como k si yo lo fuera","No baby pero no me kieres creer [EMO, 29][EMO, 29][EMO, 105]","I ain't got time for that[EMO, 120][EMO, 105][EMO, 150][EMO, 77]"
U15,"Si tu viera ivamos star solo, Mi madrata ta hay dormiendo, Pero mi papa no sta aki, Se corto la llamada, Cuando salga de hay tu m tira, [EMO, 53][EMO, 53]",:/,"No entiendo[EMO, 12][EMO, 105][EMO, 145]"
U15,"Laying down , yu?",Aki k me duele la cabeza y vamos al super now,"Yeah[EMO, 12]"
U15,Dike bien,Me alegro,"Gracias[EMO, 2][EMO, 115]"
U15,No viniste para donde tu madre hoy??,"Sii[EMO, 15][EMO, 94]","Nah, no fui[EMO, 15][EMO, 123]"
U15,Im full,"What[EMO, 15]","Im hungry[EMO, 15][EMO, 100]"
U15,"I think im in trouble , So if i dont text you , idk if they gonna take my phone",Why u in  trouble ?,"OMG[EMO, 123] dont worry I'm here for u[EMO, 39][EMO, 71]"
U15,"yes you are [EMO, 17][EMO, 17][EMO, 17]","I swear on my mom[EMO, 117]que no estoy engaÂ–andote[EMO, 17]","I'm good[EMO, 15][EMO, 120][EMO, 150]"
U15,"[IMAGE]I'm here now. [EMO, 8]","Aweww I just one potatoes [EMO, 2][EMO, 2]","Finally[EMO, 17]"
U15,Mwa!,Wyd baby ?,"Lol[EMO, 10][EMO, 106]"
U15,"I'm lazy?, I work 80 hours a week. I have the right to wanna just go home & go to sleep.","Dammmmmm 80 hours[EMO, 15][EMO, 15][EMO, 33][EMO, 33][EMO, 33][EMO, 33], Baby your job gonna kill u[EMO, 37][EMO, 37][EMO, 37][EMO, 37]","I feel u[EMO, 1][EMO, 106]"
U15,"[EMO, 11] wyd?","At the barber shop[EMO, 8]","I'm chillin'[EMO, 16]"
U15,[IMAGE],"Ok[EMO, 92]Â[EMO, 92]Â[EMO, 92][EMO, 4][EMO, 15][EMO, 15]","Lolololol[EMO, 14][EMO, 130][EMO, 15]"
U15,"Mi mamÂ no es una vieja [EMO, 19] y tu no oiste k la bebe le tava bociando papi [EMO, 2][EMO, 2] y ahora me responde?",Pues pregunte porke el sonaba como un chamako como de 19 yÂTe escribi ahora porke me estaba cambiando y vineÂpara el tren,"Hahaha, sorry baby [EMO, 120][EMO, 39][EMO, 71]"
U15,"dubbbbb wtf [EMO, 19]","Te amo[EMO, 150][EMO, 8][EMO, 120][EMO, 150][EMO, 109]","Lololol[EMO, 3][EMO, 134][EMO, 105]"
U15,"[EMO, 94][EMO, 17], [SCRIPT], [SCRIPT], Tu ami me preguntaste una sola vez so yo dije que no podia porque yo iva a pasar a buscar a mi lil sis pero eso fue por ese dia, Que yo te diga un dia no tiene que ver con que sea simpre",Ah ok peroÂtambien en tu casa al gente siempre entonces te voy a verÂtoda la vida en la calle ?,"Ok babe[EMO, 2][EMO, 15][EMO, 1][EMO, 104]"
U15,Hola,"Te voy a matar [EMO, 19][EMO, 19]","Hola[EMO, 123][EMO, 71][EMO, 120][EMO, 150]"
U15,yeah I'll put it,"[NAME, 6] 06 me enamoraste  [EMO, 120][EMO, 150][EMO, 71]watch the Video too","Ok[EMO, 15]"
U15,I feel sick.,"Why[EMO, 15]","Feel better soon[EMO, 1][EMO, 118][EMO, 121]"
U15,Claro q soy yo,"Dame tu IG ?, K no me se Bien
n el nombre","Haha[EMO, 105][EMO, 2]"
U15,"Why you so cute? [EMO, 2][EMO, 2][EMO, 2]","Cuz i wana be your husband baby [EMO, 71][EMO, 126][EMO, 8][EMO, 150]","I'm blushing[EMO, 15][EMO, 120][EMO, 71][EMO, 150]"
U15,No te hable mal y si lo sentiste asi perdoname,Ok :(,"I said I'm sorry[EMO, 106]"
U15,"Good morning. [EMO, 8]","How are you today [EMO, 8]","Gud mornin[EMO, 12][EMO, 117][EMO, 101][EMO, 120]"
U15,no you don't like me,"Yea baby I like you [EMO, 17][EMO, 17]te Lo juro por mi madre [EMO, 120][EMO, 120][EMO, 150][EMO, 150]","Idk wat u talkin bout[EMO, 2][EMO, 120][EMO, 150]"
U15,"I was with my counseler, And I think seniors could pick their free periods","Awww que bueno, AndÂTe hablo later estoy en la school, [EMO, 8][EMO, 8][EMO, 8][EMO, 120][EMO, 120][EMO, 92]Â[EMO, 92]Â","Ikr[EMO, 105]"
U15,Comiendo,"Donde [EMO, 15][EMO, 15]","I'm eating[EMO, 1][EMO, 105]"
U15,Tu no vas a venir con mi tÂ’a aquÂ’,"[EMO, 25][EMO, 25]aii nO depue me mata[EMO, 25][EMO, 25]","I'm not going anywhere with you[EMO, 15][EMO, 101]"
U15,"Cause I'm just that good. [EMO, 2]","U half Dominican [EMO, 39][EMO, 77]Âµ[EMO, 128][EMO, 123][EMO, 3][EMO, 3][EMO, 3]","Lol[EMO, 123][EMO, 71][EMO, 120][EMO, 150]"
U15,Nevermind. I didn't lose service. I'm home.,"Ah okay love [EMO, 2][EMO, 71][EMO, 127][EMO, 128]","Im home too[EMO, 3][EMO, 104][EMO, 119][EMO, 120]"
U15,Waooo,"Sii baby, Olle cuando Es k vas a venir :(, Kiero verte :(","Lol[EMO, 2][EMO, 39][EMO, 71]"
U15,"Nahhh, Im on the bus","Ok I got a car [EMO, 2][EMO, 92]Â","Lol ok[EMO, 2][EMO, 15]"
U15,"I'm sorry. [EMO, 2][EMO, 2][EMO, 2]","U don't love me anymore [EMO, 15]","I said I'm sorry[EMO, 106]"
U15,"[EMO, 8][EMO, 8][EMO, 8]","Wyd baby[EMO, 77][EMO, 2][EMO, 160][EMO, 105]","Wyd too[EMO, 4][EMO, 118][EMO, 1]"
U15,"Hola, K hace, ??, Tu siempre sta haciendo lo mismo, [EMO, 2][EMO, 2], MaÂ–ana yo trabajo, Y tu tambn","Fokiu[EMO, 19][EMO, 19]","No more drama, I'm done[EMO, 120][EMO, 3][EMO, 108]"
U15,"Now I'm not, Te acordaste de mi","[EMO, 17][EMO, 17][EMO, 17][EMO, 17]","I remember[EMO, 121][EMO, 106]"
U15,"If i did everything you did to me , You are gonna trust me?, You complain about everything when I just want to trust you",Pero me molesta cuando digo la Verdad and tu buscas mas y mas preguntas ensima de eso,"Cmon[EMO, 15], I thought we moved past all that[EMO, 120][EMO, 150]"
U15,"Unju :(, ESE no me llego","Tu TelÂŽfonoÂTa en droga [EMO, 30]","Me alegra que te haya llegado [EMO, 3][EMO, 103][EMO, 121]"
U15,Hola,Como tuÂTa,"Hola[EMO, 2]"
U15,Goodmorning,"Como amaneciste pendeja[EMO, 15][EMO, 150][EMO, 120][EMO, 83][EMO, 8][EMO, 71][EMO, 2][EMO, 121]","Good morning[EMO, 120][EMO, 150]"
U15,"Ohh so tu sigues molesto con migo ??? [EMO, 17]",No tengo que Estar molesto contigo porque solo eres mi Amiga no mas,"Nah, no me molesta[EMO, 15][EMO, 2]"
U15,"Eh vdd [EMO, 2]donde ?","Mami[EMO, 8][EMO, 105]","En casa[EMO, 2][EMO, 71]"
U15,"Good morning. [EMO, 4]Â Sorry I just woke up. [EMO, 8][EMO, 8]","I was missing u a lot baby[EMO, 53][EMO, 53][EMO, 119][EMO, 119][EMO, 106]Â[EMO, 106]Â","Mornin'[EMO, 1][EMO, 105]"
U15,"It's okay [EMO, 19]","Wyd [EMO, 150]","Luv u[EMO, 150][EMO, 39][EMO, 71]"
U15,"I kno babe [EMO, 8],  MINE [EMO, 77][EMO, 128]Â[EMO, 123], [IMAGE][IMAGE][IMAGE][IMAGE][IMAGE],  [NAME, 4] [EMO, 128]","Ella Es hermosa baby[EMO, 2][EMO, 71][EMO, 150][EMO, 120][EMO, 83][EMO, 15][EMO, 15][EMO, 150][EMO, 120][EMO, 83]","Mwah[EMO, 14][EMO, 130][EMO, 123][EMO, 145][EMO, 39][EMO, 71]"
U15,"you hung up [EMO, 88]","No baby u[EMO, 17]","Lol I was busy [EMO, 11][EMO, 14]"
U15,"aweeee que Lindo mi amor , tu tambien Negrooo Lindo . Te adoro baby [EMO, 128][EMO, 77]Â[EMO, 121].,  te Kiero more [EMO, 120][EMO, 8]","Te adoro mas my wife [EMO, 71][EMO, 150][EMO, 77]Â","Mmmmmmmmmmmmmmmmmmmmm[EMO, 150][EMO, 120][EMO, 71][EMO, 121]"
U15,"Dikkeeeee [EMO, 2]","Yes brO, [EMO, 15][EMO, 121][EMO, 94], Im drsent","Lol[EMO, 3][EMO, 107]"
U15,aquÂ’ fumando hooka,"SeÂ–ore seÂ–Ore Ya Si en Verdad la
PerdimO[EMO, 15][EMO, 15][EMO, 15], Se nos daÂ–O, Callo en  los vicios de hooka[EMO, 33][EMO, 39][EMO, 33][EMO, 33], Ay trujillo ven a ver [EMO, 15][EMO, 15][EMO, 15]","I'm chillin' too[EMO, 120][EMO, 121]"
